DateTime, Temperature, Humidity, Heating 1, Heating 2, Fan 1 Speed, Fan 2 Speed, Target Temperature
2016-04-17 22:13:59.432057,20.4607128906,53.8240202637,1,1,20,10,23
2016-04-17 22:14:10.560110,20.4928881836,53.2337537842,1,1,20,10,23
2016-04-17 22:14:21.688230,20.4928881836,54.0119520264,1,1,20,10,23
2016-04-17 22:14:32.816168,20.4714379883,54.3367984619,1,1,20,10,23
2016-04-17 22:14:43.936114,20.4607128906,54.0834196777,1,1,20,10,23
2016-04-17 22:14:55.063990,20.449987793,54.6540155029,1,1,20,10,23
2016-04-17 22:15:06.191803,20.4928881836,53.3253065186,1,1,20,10,23
2016-04-17 22:15:17.319643,20.5143383789,53.8549522705,1,1,20,10,23
2016-04-17 22:15:28.447457,20.5143383789,53.847322876,1,1,20,10,23
2016-04-17 22:15:39.575398,20.4928881836,54.3094984131,1,1,20,10,23
2016-04-17 22:15:50.703239,20.5143383789,53.5955528564,1,1,20,10,23
2016-04-17 22:16:01.831052,20.5143383789,54.5339683838,1,1,20,10,23
2016-04-17 22:16:12.958872,20.5357885742,53.8047640381,1,1,20,10,23
2016-04-17 22:16:24.086880,20.5357885742,53.8886873779,1,1,20,10,23
2016-04-17 22:16:35.214748,20.5357885742,53.8810579834,1,1,20,10,23
2016-04-17 22:16:46.342679,20.5357885742,54.4532625732,1,1,20,10,23
2016-04-17 22:16:57.470523,20.5465136719,53.6919318848,1,1,20,10,23
2016-04-17 22:17:08.598591,20.5143383789,54.579744751,1,1,20,10,23
2016-04-17 22:17:19.726766,20.5036132813,54.4713244629,1,1,20,10,23
2016-04-17 22:17:30.854747,20.5250634766,54.0167783203,1,1,20,10,23
2016-04-17 22:17:41.982683,20.5357885742,53.2783358154,1,1,20,10,23
2016-04-17 22:17:53.110569,20.5465136719,53.8140021973,1,1,20,10,23
2016-04-17 22:18:04.238344,20.5786889648,53.8798636475,1,1,20,10,23
2016-04-17 22:18:15.366208,20.5679638672,53.9316606445,1,1,20,10,23
2016-04-17 22:18:26.494129,20.5572387695,54.3420391846,1,1,20,10,23
2016-04-17 22:18:37.621885,20.5679638672,54.1452836914,1,1,20,10,23
2016-04-17 22:18:48.749725,20.5679638672,54.1758012695,1,1,20,10,23
2016-04-17 22:18:59.877596,20.5894140625,53.6983669434,1,1,20,10,23
2016-04-17 22:19:11.005500,20.5894140625,54.4994533691,1,1,20,10,23
2016-04-17 22:19:22.133286,20.5894140625,53.8433254395,1,1,20,10,23
2016-04-17 22:19:33.261088,20.5786889648,54.6809500732,1,1,20,10,23
2016-04-17 22:19:44.388988,20.5894140625,53.8738430176,1,1,20,10,23
2016-04-17 22:19:55.516921,20.5894140625,53.7059963379,1,1,20,10,23
2016-04-17 22:20:06.644823,20.5894140625,53.9882839355,1,1,20,10,23
2016-04-17 22:20:17.772739,20.5786889648,54.1468924561,1,1,20,10,23
2016-04-17 22:20:28.900567,20.6001391602,53.4329468994,1,1,20,10,23
2016-04-17 22:20:40.028401,20.5894140625,54.095095459,1,1,20,10,23
2016-04-17 22:20:51.156355,20.6215893555,53.5963817139,1,1,20,10,23
2016-04-17 22:21:02.284077,20.6215893555,54.3135447998,1,1,20,10,23
2016-04-17 22:21:13.412012,20.6108642578,53.9838720703,1,1,20,10,23
2016-04-17 22:21:24.539855,20.6215893555,54.0617747803,1,1,20,10,23
2016-04-17 22:21:35.667678,20.5894140625,54.7207058105,1,1,20,10,23
2016-04-17 22:21:46.795639,20.6108642578,54.3424536133,1,1,20,10,23
2016-04-17 22:21:57.923500,20.6001391602,55.0808961182,1,1,20,10,23
2016-04-17 22:22:09.051373,20.6001391602,54.1729981689,1,1,20,10,23
2016-04-17 22:22:20.179283,20.6323144531,53.849760498,1,1,20,10,23
2016-04-17 22:22:31.307277,20.6215893555,54.5347972412,1,1,20,10,23
2016-04-17 22:22:42.435413,20.6108642578,54.8688818359,1,1,20,10,23
2016-04-17 22:22:53.563377,20.6430395508,54.1641744385,1,1,20,10,23
2016-04-17 22:23:04.691211,20.6752148437,54.1461125488,1,1,20,10,23
2016-04-17 22:23:15.819085,20.7181152344,53.1759851074,1,1,20,10,23
2016-04-17 22:23:26.946997,20.7181152344,53.5650842285,1,1,20,10,23
2016-04-17 22:23:38.074056,20.728840332,53.8184630127,1,1,20,10,23
2016-04-17 22:23:49.201899,20.728840332,53.8184630127,1,1,20,10,23
2016-04-17 22:24:00.329355,20.728840332,54.1694151611,1,1,20,10,23
2016-04-17 22:24:11.457221,20.7073901367,54.9901722412,1,1,20,10,23
